id	Label	Intra
1	Bundle1	9.67719
2	Bundle2	9.37893
3	Bundle3	8.31859
4	Bundle4	9.36136
5	Bundle5	6.88503
6	Bundle6	10
7	Bundle7	7.79131
8	Bundle8	9.56
9	Bundle9	9.70788
10	Bundle10	9.64091
