3	10.0
19	20.0
26	20.0
36	20.0
42	20.0
51	10.0
59	10.0
68	10.0
70	20.0
71	10.0
83	10.0
102	10.0
107	10.0
141	10.0
145	20.0
157	10.0
166	10.0
176	10.0
177	20.0
196	10.0
198	20.0
201	10.0
203	30.0
208	20.0
216	10.0
224	10.0
237	30.0
251	10.0
252	10.0
257	10.0
268	20.0
269	10.0
290	20.0
306	10.0
307	20.0
314	20.0
336	10.0
353	10.0
381	10.0
403	30.0
404	10.0
428	20.0
430	10.0
435	10.0
443	20.0
460	20.0
473	10.0
479	20.0
481	20.0
514	20.0
528	20.0
551	20.0
556	10.0
561	30.0
583	10.0
607	20.0
625	20.0
644	10.0
658	10.0
667	20.0
674	20.0
699	20.0
701	20.0
707	10.0
713	10.0
718	20.0
755	30.0
775	10.0
776	20.0
794	20.0
825	20.0
847	20.0
880	20.0
901	30.0
918	10.0
929	20.0
974	10.0
981	20.0
987	10.0
991	20.0
1013	10.0
1065	20.0
1071	10.0
1076	20.0
1096	10.0
1103	10.0
1164	30.0
1192	10.0
1202	10.0
1210	20.0
1218	20.0
1242	20.0
1246	20.0
1249	10.0
1267	10.0
1287	10.0
1295	20.0
1302	10.0
1316	10.0
1317	10.0
1324	20.0
1411	20.0
1423	10.0
1482	20.0
1503	10.0
1510	20.0
1523	10.0
1576	20.0
1579	20.0
1609	10.0
1660	20.0
1661	10.0
1664	30.0
1687	10.0
1710	10.0
1722	20.0
1768	20.0
1773	20.0
1790	10.0
1791	20.0
1792	10.0
1810	10.0
1818	10.0
1825	10.0
1867	10.0
1874	10.0
1876	10.0
1885	10.0
1886	30.0
1904	20.0
1916	10.0
1930	30.0
1940	10.0
1949	10.0
1960	20.0
1995	10.0
2000	10.0
2005	10.0
2011	10.0
2047	10.0
2048	10.0
2062	20.0
2077	10.0
2091	10.0
2152	20.0
2155	20.0
2156	30.0
2199	20.0
2215	10.0
2224	10.0
2229	10.0
2243	30.0
2268	10.0
2278	10.0
2296	20.0
2310	10.0
2331	10.0
2383	10.0
2401	20.0
2402	20.0
2407	10.0
2434	10.0
2441	10.0
2471	10.0
2475	10.0
2476	20.0
2487	20.0
2492	10.0
2496	20.0
2512	20.0
2537	10.0
2538	10.0
2541	20.0
2559	20.0
2565	10.0
2585	30.0
2607	20.0
2612	10.0
2614	20.0
2617	10.0
2640	20.0
2641	10.0
2667	10.0
2668	10.0
2681	10.0
2686	10.0
2748	10.0
2763	30.0
2777	10.0
2785	10.0
2840	10.0
2875	10.0
2897	30.0
2899	20.0
2962	10.0
2976	10.0
2993	10.0
3004	10.0
3005	20.0
3028	30.0
3029	10.0
3037	10.0
3054	30.0
3059	10.0
3066	10.0
3071	20.0
3080	10.0
3118	20.0
3128	10.0
3146	20.0
3155	20.0
3169	10.0
3170	10.0
3174	20.0
3190	10.0
3210	20.0
3213	20.0
3224	20.0
3237	20.0
3238	30.0
3239	10.0
3252	10.0
3257	20.0
3280	20.0
3284	10.0
3307	20.0
3395	10.0
3400	10.0
3401	10.0
3420	10.0
3488	30.0
3489	20.0
3544	20.0
3548	20.0
3585	10.0
3606	10.0
3614	10.0
3615	10.0
3630	10.0
3666	20.0
3673	20.0
3680	30.0
3700	10.0
3701	20.0
3724	10.0
3730	10.0
3737	10.0
3740	10.0
3745	20.0
3763	10.0
3765	10.0
3784	20.0
3788	10.0
3789	20.0
3813	10.0
3818	20.0
3828	10.0
3866	10.0
3873	10.0
3885	10.0
3889	10.0
3909	20.0
3917	20.0
3919	10.0
3940	20.0
3960	30.0
3968	10.0
3983	10.0
3998	10.0
3999	20.0
4014	10.0
4020	10.0
4032	10.0
4038	10.0
4039	10.0
4047	10.0
4070	10.0
4077	10.0
4100	10.0
4147	20.0
4157	10.0
4162	10.0
4169	20.0
4237	30.0
4249	20.0
4251	10.0
4300	10.0
4331	10.0
4349	10.0
4361	10.0
4368	20.0
4385	20.0
4392	10.0
4398	10.0
4410	30.0
4413	20.0
4438	20.0
4483	10.0
4491	20.0
4536	20.0
4555	20.0
4571	10.0
4613	20.0
4616	10.0
4653	20.0
4707	10.0
4724	30.0
4747	20.0
4749	10.0
4785	10.0
4878	10.0
4884	20.0
4890	20.0
4891	10.0
4927	10.0
4929	20.0
4953	10.0
5018	30.0
5022	10.0
5073	10.0
5097	20.0
5099	20.0
5111	10.0
5119	10.0
5125	10.0
5133	20.0
5144	10.0
5190	20.0
5192	10.0
5202	10.0
5219	10.0
5242	10.0
5247	10.0
5265	30.0
5300	20.0
5312	20.0
5366	10.0
5391	10.0
5417	10.0
5420	20.0
5435	20.0
5460	10.0
5464	20.0
5479	20.0
5505	10.0
5511	20.0
5516	10.0
5537	10.0
5558	10.0
5562	10.0
5577	10.0
5604	20.0
5620	10.0
5649	10.0
5688	10.0
5716	20.0
5746	10.0
5749	20.0
5752	20.0
5788	20.0
5807	10.0
5813	10.0
5828	30.0
5836	30.0
5856	10.0
5875	10.0
5894	10.0
5915	10.0
5939	10.0
5955	20.0
6003	10.0
6019	10.0
6023	10.0
6038	10.0
6080	10.0
6097	10.0
6127	20.0
6134	10.0
6140	10.0
6152	10.0
6173	10.0
6177	20.0
6185	10.0
6227	10.0
6282	10.0
6297	20.0
6301	10.0
6313	10.0
6324	10.0
6338	10.0
6369	20.0
6419	10.0
6426	10.0
6460	10.0
6467	10.0
6470	10.0
6472	20.0
6479	10.0
6490	20.0
6495	10.0
6552	20.0
6567	10.0
6617	20.0
6631	20.0
6641	20.0
6658	20.0
6667	10.0
6689	20.0
6701	10.0
6719	20.0
6759	30.0
6770	20.0
6794	20.0
6804	20.0
6807	10.0
6823	30.0
6848	20.0
6849	10.0
6854	20.0
6892	20.0
6897	20.0
6924	10.0
6931	20.0
6935	20.0
6970	10.0
7041	20.0
7088	10.0
7090	30.0
7107	10.0
7154	20.0
7164	30.0
7166	10.0
7214	30.0
7236	10.0
7292	20.0
7323	10.0
7326	10.0
7336	30.0
7353	10.0
7360	10.0
7365	10.0
7374	10.0
7385	20.0
7394	20.0
7402	20.0
7439	10.0
7465	10.0
7466	20.0
7468	10.0
7477	10.0
7487	10.0
7490	10.0
7492	10.0
7507	10.0
7515	10.0
7532	10.0
7536	10.0
7544	10.0
7552	10.0
7621	10.0
7649	30.0
7666	20.0
7674	10.0
7698	20.0
7711	10.0
7731	20.0
7744	10.0
7758	20.0
7759	10.0
7760	20.0
7769	20.0
7775	10.0
7822	10.0
7838	20.0
7882	10.0
7902	10.0
7931	10.0
7937	10.0
7941	10.0
8006	10.0
8047	10.0
8055	10.0
8073	20.0
8076	10.0
8081	10.0
8084	20.0
8102	10.0
8140	30.0
8141	20.0
8148	10.0
8169	10.0
8178	20.0
8191	10.0
8229	10.0
8283	30.0
8289	20.0
8308	20.0
8311	20.0
8358	20.0
8366	10.0
8395	10.0
8492	10.0
8522	10.0
8542	20.0
8587	10.0
8602	10.0
8617	30.0
8621	20.0
8659	10.0
8674	30.0
8675	10.0
8703	20.0
8739	20.0
8750	30.0
8796	20.0
8853	10.0
8862	10.0
8869	10.0
8885	20.0
8901	20.0
8909	10.0
8924	10.0
8927	30.0
8961	20.0
8988	20.0
8993	10.0
9013	10.0
9028	20.0
9034	10.0
9050	10.0
9086	10.0
9092	20.0
9115	20.0
9116	10.0
9159	20.0
9160	10.0
9164	10.0
9180	20.0
9214	10.0
