3	restaurant_3
19	restaurant_19
26	restaurant_26
36	restaurant_36
42	restaurant_42
51	restaurant_51
59	restaurant_59
68	restaurant_68
70	restaurant_70
71	restaurant_71
83	restaurant_83
102	restaurant_102
107	restaurant_107
141	restaurant_141
145	restaurant_145
157	restaurant_157
166	restaurant_166
176	restaurant_176
177	restaurant_177
196	restaurant_196
198	restaurant_198
201	restaurant_201
203	restaurant_203
208	restaurant_208
216	restaurant_216
224	restaurant_224
237	restaurant_237
251	restaurant_251
252	restaurant_252
257	restaurant_257
268	restaurant_268
269	restaurant_269
290	restaurant_290
306	restaurant_306
307	restaurant_307
314	restaurant_314
336	restaurant_336
353	restaurant_353
381	restaurant_381
403	restaurant_403
404	restaurant_404
428	restaurant_428
430	restaurant_430
435	restaurant_435
443	restaurant_443
460	restaurant_460
473	restaurant_473
479	restaurant_479
481	restaurant_481
514	restaurant_514
528	restaurant_528
551	restaurant_551
556	restaurant_556
561	restaurant_561
583	restaurant_583
607	restaurant_607
625	restaurant_625
644	restaurant_644
658	restaurant_658
667	restaurant_667
674	restaurant_674
699	restaurant_699
701	restaurant_701
707	restaurant_707
713	restaurant_713
718	restaurant_718
755	restaurant_755
775	restaurant_775
776	restaurant_776
794	restaurant_794
825	restaurant_825
847	restaurant_847
880	restaurant_880
901	restaurant_901
918	restaurant_918
929	restaurant_929
974	restaurant_974
981	restaurant_981
987	restaurant_987
991	restaurant_991
1013	restaurant_1013
1065	restaurant_1065
1071	restaurant_1071
1076	restaurant_1076
1096	restaurant_1096
1103	restaurant_1103
1164	restaurant_1164
1192	restaurant_1192
1202	restaurant_1202
1210	restaurant_1210
1218	restaurant_1218
1242	restaurant_1242
1246	restaurant_1246
1249	restaurant_1249
1267	restaurant_1267
1287	restaurant_1287
1295	restaurant_1295
1302	restaurant_1302
1316	restaurant_1316
1317	restaurant_1317
1324	restaurant_1324
1411	restaurant_1411
1423	restaurant_1423
1482	restaurant_1482
1503	restaurant_1503
1510	restaurant_1510
1523	restaurant_1523
1576	restaurant_1576
1579	restaurant_1579
1609	restaurant_1609
1660	restaurant_1660
1661	restaurant_1661
1664	restaurant_1664
1687	restaurant_1687
1710	restaurant_1710
1722	restaurant_1722
1768	restaurant_1768
1773	restaurant_1773
1790	restaurant_1790
1791	restaurant_1791
1792	restaurant_1792
1810	restaurant_1810
1818	restaurant_1818
1825	restaurant_1825
1867	restaurant_1867
1874	restaurant_1874
1876	restaurant_1876
1885	restaurant_1885
1886	restaurant_1886
1904	restaurant_1904
1916	restaurant_1916
1930	restaurant_1930
1940	restaurant_1940
1949	restaurant_1949
1960	restaurant_1960
1995	restaurant_1995
2000	restaurant_2000
2005	restaurant_2005
2011	restaurant_2011
2047	restaurant_2047
2048	restaurant_2048
2062	restaurant_2062
2077	restaurant_2077
2091	restaurant_2091
2152	restaurant_2152
2155	restaurant_2155
2156	restaurant_2156
2199	restaurant_2199
2215	restaurant_2215
2224	restaurant_2224
2229	restaurant_2229
2243	restaurant_2243
2268	restaurant_2268
2278	restaurant_2278
2296	restaurant_2296
2310	restaurant_2310
2331	restaurant_2331
2383	restaurant_2383
2401	restaurant_2401
2402	restaurant_2402
2407	restaurant_2407
2434	restaurant_2434
2441	restaurant_2441
2471	restaurant_2471
2475	restaurant_2475
2476	restaurant_2476
2487	restaurant_2487
2492	restaurant_2492
2496	restaurant_2496
2512	restaurant_2512
2537	restaurant_2537
2538	restaurant_2538
2541	restaurant_2541
2559	restaurant_2559
