id	Label	Intra
1	Bundle1	4.42469
2	Bundle2	4
3	Bundle3	3.57355
4	Bundle4	1.3931
5	Bundle5	0.447213
6	Bundle6	0
7	Bundle7	0
8	Bundle8	0
9	Bundle9	0.000925984
10	Bundle10	1.48267
