id	Label	Intra
1	Bundle1	10
2	Bundle2	10
3	Bundle3	10
4	Bundle4	10
5	Bundle5	9.76914
6	Bundle6	9.71147
7	Bundle7	9.74428
8	Bundle8	9.28555
9	Bundle9	8.82843
10	Bundle10	8.52906
