id	Label	Intra
1	Bundle1	2.3165
2	Bundle2	1.54956
3	Bundle3	0
4	Bundle4	0
5	Bundle5	0
6	Bundle6	0
7	Bundle7	0
8	Bundle8	0
9	Bundle9	0
10	Bundle10	0
