id	Label	Intra
1	Bundle1	8.91043
2	Bundle2	7.89708
3	Bundle3	7.22996
4	Bundle4	5.8364
5	Bundle5	5.18065
6	Bundle6	4.83978
7	Bundle7	4.64705
8	Bundle8	3.96733
9	Bundle9	3.56111
10	Bundle10	2.75614
