Source	Target	Type	id	Weight
1	2	Undirected	1	0.0329004
1	3	Undirected	2	0.497632
1	4	Undirected	3	0.153398
1	5	Undirected	4	0.0746517
1	6	Undirected	5	0.00421452
1	7	Undirected	6	0.000717426
1	8	Undirected	7	0.00546957
1	9	Undirected	8	0.0282521
1	10	Undirected	9	0.0400132
2	3	Undirected	10	0.0828297
2	4	Undirected	11	0.0358267
2	5	Undirected	12	0.241016
2	6	Undirected	13	0.0702728
2	7	Undirected	14	0
2	8	Undirected	15	0.093352
2	9	Undirected	16	0
2	10	Undirected	17	0
3	4	Undirected	18	0.202468
3	5	Undirected	19	0.271866
3	6	Undirected	20	0.0325466
3	7	Undirected	21	0.00701009
3	8	Undirected	22	0.0705413
3	9	Undirected	23	0.0181628
3	10	Undirected	24	0.0625128
4	5	Undirected	25	0.0723523
4	6	Undirected	26	0.105409
4	7	Undirected	27	0.0900197
4	8	Undirected	28	0.0285352
4	9	Undirected	29	0.010503
4	10	Undirected	30	0.00963588
5	6	Undirected	31	0.149071
5	7	Undirected	32	0
5	8	Undirected	33	0.19803
5	9	Undirected	34	0.321139
5	10	Undirected	35	0.13901
6	7	Undirected	36	0
6	8	Undirected	37	0.177123
6	9	Undirected	38	0
6	10	Undirected	39	0
7	8	Undirected	40	0
7	9	Undirected	41	0
7	10	Undirected	42	0
8	9	Undirected	43	0
8	10	Undirected	44	0
9	10	Undirected	45	0
