id	Label	Intra
1	Bundle1	9.37475
2	Bundle2	5.65244
3	Bundle3	6.04797
4	Bundle4	5.13983
5	Bundle5	4.83978
6	Bundle6	3.50702
7	Bundle7	2.41421
8	Bundle8	2.45521
9	Bundle9	1.34164
10	Bundle10	0
