id	Label	Intra
1	Bundle1	10
2	Bundle2	10
3	Bundle3	10
4	Bundle4	10
5	Bundle5	10
6	Bundle6	9.94964
7	Bundle7	9.90975
8	Bundle8	10
9	Bundle9	9.99325
10	Bundle10	9.79473
