1	2
2	1
3	3
4	3
5	2
6	2
7	1
8	1
9	3
10	3
11	1
12	1
13	1
14	1
15	2
16	1
17	2
18	2
19	2
20	3
21	2
22	2
23	2
24	2
25	2
26	3
27	2
28	1
29	2
30	2
31	3
32	3
33	3
34	3
35	1
36	1
37	1
38	1
39	1
40	1
41	3
42	2
43	2
44	3
45	2
46	2
47	2
48	3
49	2
50	3
51	2
52	1
53	1
54	2
55	2
56	2
57	2
58	2
59	2
60	1
61	3
62	3
63	1
64	3
65	3
66	3
67	2
68	3
69	3
70	2
71	1
72	1
73	1
74	1
75	3
76	3
77	3
78	3
79	3
80	3
81	2
82	3
83	2
84	2
85	3
86	3
87	2
88	2
89	1
90	2
91	2
92	3
93	3
94	3
95	2
96	2
97	1
98	2
99	3
100	1
101	2
102	3
103	2
104	2
105	2
106	3
107	3
108	3
109	3
110	2
111	3
112	3
113	3
114	1
115	1
116	1
117	2
118	2
119	2
120	3
121	2
122	2
123	2
124	2
125	2
126	2
127	3
128	3
129	1
130	2
131	2
132	2
133	1
134	3
135	1
136	3
137	3
138	3
139	3
140	3
141	2
142	1
143	2
144	3
145	2
146	3
147	3
148	2
149	3
150	1
151	3
152	3
153	2
154	3
155	2
156	2
157	3
158	2
159	3
160	3
161	2
162	3
163	3
164	2
165	1
166	2
167	2
168	2
169	2
170	2
171	2
172	3
173	3
174	1
175	2
176	3
177	2
178	2
179	3
180	3
181	2
182	1
183	1
184	2
185	2
186	2
187	2
188	2
189	1
190	2
191	2
192	2
193	2
194	2
195	2
196	2
197	2
198	2
199	3
200	3
