id0	259
id1	180
id2	349
id3	124
id4	14
id5	60
id6	5
id7	25
id8	16
id9	20
id10	150
id11	199
id12	300
id13	399
id14	2
id15	6
id16	10
id17	20
id18	349
id19	100
id20	20
id21	35
id22	80
